SEAWEA_ID,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id
3059,21671,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.576702,18.501616,
3060,26556,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,13.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.469068,18.584378,
3061,28399,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.446476,18.626117,
3062,30883,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,13.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.468092,18.613539,
3063,39305,Chi Khe,Chi Khe,Chi Khe ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,41,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.802869,19.088064,
3064,7585,Ban Coc,Ban Coc,Ban Coc,Run of River,Vietnam,2009,Operational,16.2,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,-999.9,18,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.859,19.6053,
3065,7649,Ho Ho,Ho Ho,Ho Ho,SEAWEA_UNKNOWN,Vietnam,2010,Operational,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,38,-999.9,-999.9,-999.9,-999.9,-99,-999.9,14,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.8334,18.0464,
3066,7655,Huong Son,Huong Son,Huong Son,Run of River,Vietnam,2012,Operational,-99,-999.9,-999.9,-999.9,0.48,-999.9,-999.9,3.2,-999.9,-999.9,-999.9,-999.9,462.5,-999.9,33,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.1513,18.446,
3067,7681,Nam Mo (Thủy điện Nậm M ?,Nam Mo,Nam Mo,Run of River,Vietnam,2013,Operational,18,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,2.96,-999.9,-999.9,-999.9,-999.9,-99,-999.9,18,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.1123,19.4142,
3068,7688,Nam Pong,Nam Pong,Nam Pong,Run of River,Vietnam,2014,Operational,-99,-999.9,-999.9,-999.9,0.32,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,-999.9,32,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.0377,19.5184,
3069,7701,SEAWEA_UNKNOWN,Sao Va,Sao Va,Run of River,Vietnam,2010,Operational,-99,-999.9,-999.9,-999.9,0.0032,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,29.5,-999.9,3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.9386,19.6605,
3070,36,Ban Ang,SEAWEA_UNKNOWN,Ban Ang ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,17,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.400576,19.255167,
3071,37,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Ban Canh ,SEAWEA_UNKNOWN,Vietnam,2013,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,1.5,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.11587,19.39919,
3072,58,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Ca Nan 1 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,7,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.16983,19.27267,
3073,59,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Ca Nan 2 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,16,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.29373,19.33834,
3074,64,Chau Thon,SEAWEA_UNKNOWN,Chau Thon ,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,27,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.788426,19.607361,
3075,236,Khe Bo,SEAWEA_UNKNOWN,Khe Bo ,SEAWEA_UNKNOWN,Vietnam,2013,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,100,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.663829,19.18123,
3076,242,Khe Thoi,SEAWEA_UNKNOWN,Khe Thoi ,SEAWEA_UNKNOWN,Vietnam,2022,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,12,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.71954,19.11303,
3077,284,Nam Can 2,Nam Can 2,Nam Can 2 ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,20,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.09592,19.44937,
3078,302,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam Giai ,SEAWEA_UNKNOWN,Vietnam,2021,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.83741,19.62516,
3079,332,Nam Non,Nam Non,Nam Non ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,20,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.422173,19.296863,
3080,354,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Ngan Truoi ,SEAWEA_UNKNOWN,Vietnam,2022,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,25.5,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.48679,18.38733,
3081,364,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nhan Hac A ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,55,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.973,19.55474,
3082,445,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Song Quang ,SEAWEA_UNKNOWN,Vietnam,2020,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,12,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.76895,19.56859,
3083,527,SEAWEA_UNKNOWN,Xoong Con,Xoong Con ,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,15,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.46826,19.18226,
3084,10,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Ca Loi ,SEAWEA_UNKNOWN,Vietnam,2099,Potential,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,10,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.16335,19.43516,
3085,58,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Huong Son 2 ,SEAWEA_UNKNOWN,Vietnam,2099,Potential,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,6.4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.173,18.42311,
3086,142,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Suoi Choang ,SEAWEA_UNKNOWN,Vietnam,2099,Potential,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.74526,19.07232,
3087,4,Nam Chao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2023,Under Construction,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.926039,19.158488,
3088,126,Nam Peun 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2018,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,114,-999.9,29.1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.892222,19.979167,
3089,127,Nam Peun 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2017,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,12,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.977194,20.064611,
3090,129,Nam Neun 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2028,Under Construction,133,520,-999.9,-999.9,17,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,124,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.023802,19.708227,
3091,130,Nam Neun 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-999,Planned,110,340,-999.9,-999.9,12,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,60,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.816601,20.018273,
3092,132,Nam Yeuang 1A,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2025,Planned,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,14.5,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.32186,19.688925,
3093,133,Nam Yeuang 1B,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2025,Planned,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,15,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.348266,19.748293,
3094,134,Nam Yeuang 2A,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2025,Planned,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,14,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.351316,19.789791,
3095,135,Nam Yeuang 2B,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2025,Planned,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,15,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.348535,19.828283,
3096,138,Nam Thea Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,24.6,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.539681,19.556087,
3097,140,Nam Xao 1 Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-999,Planned,38,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,45,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.817568,19.256356,
3098,141,Nam Xao 2 Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-999,Planned,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,5,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.788334,19.194956,
3099,142,Nam Xao 3 Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-999,Planned,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.784454,19.235392,
3100,145,Nam Mo 1 Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-999,Planned,18,91,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,60,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.850954,19.21419,
3101,146,Nam Mo 2 Dam,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,-999,Planned,51.5,136.7,-999.9,-999.9,-999.9,-999.9,-999.9,80,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,120,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.999998,19.041222,
3102,134,Ca Nan (1&2),SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,23,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.256259,19.318968,
3103,351,Nam Pao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2011,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.1178,18.8556,
3104,542,Nam Pan 5 (Thủy điện Nậm Pàn 5),SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-999,Under Construction,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,32,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.9694,19.20084,
3105,2064,SEAWEA_UNKNOWN,Huong Dien,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-999,Under Construction,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,82,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.5710758,18.41642424,
3106,3502,SEAWEA_UNKNOWN,Nhan Hac,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2014,Under Construction,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,45,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.9657505,19.5407505,
3107,7088,Binh Dien,Binh Dien,Binh Dien,Storage,Vietnam,2008,Operational,75,208,15.072738,6.870870077,8.94,381.4450307,106.7574394,324.2282761,47.6,-999.9,-999.9,64.3855772,72.68,-999.9,44,Hydropower,SEAWEA_UNKNOWN,107.502939,16.317194,13
3108,7136,Ta Trach,Ta Trach,Ta Trach,Storage,Vietnam,2014,Operational,56,1187,25.9190225,7.04259991,15.99,416.3393811,43.06867651,353.8884739,40.5,-999.9,-999.9,23.37866864,30.043,-999.9,21,Hydropower,SEAWEA_UNKNOWN,107.631312,16.309378,158
3109,10254,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1999,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.785517,16.251942,
3110,22099,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,13.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.219059,16.664291,
3111,22107,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.295159,16.584643,
3112,22112,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1994,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.318647,16.497742,
3113,22114,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.476153,16.475098,
3114,22119,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.501339,16.434283,
3115,22121,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.530875,16.425475,
3116,22122,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,13.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.576536,16.410178,
3117,22128,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1993,Operational,-99,-99,-99,-99,-99,-99,-99,-99,13.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.588295,16.351584,
3118,22129,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.70033,16.350193,
3119,32644,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,13.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.216586,16.685625,
3120,39149,Huong Dien,Huong Dien,Huong Dien,Storage,Vietnam,2010,Operational,81.7,-99,-99,-99,-99,-99,-99,820,-99,-999.9,-999.9,-999.9,49.6,-999.9,81,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.425219,16.458762,
3121,15,A Lin B2,SEAWEA_UNKNOWN,A Lin B2 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,20,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.22424,16.40977,
3122,18,A Roang,SEAWEA_UNKNOWN,A Roang ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,7.2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.39581,16.12305,
3123,394,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Rao Trang 3 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,13,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.23925,16.4093,
3124,395,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Rao Trang 4 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,14,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.29723,16.39757,
3125,416,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Song Bo ,SEAWEA_UNKNOWN,Vietnam,2020,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,20,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.3722,16.23493,
3126,503,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thuong Lo ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,6,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.750034,16.140999,
3127,504,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thuong Nhat ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,7,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.69422,16.11334,
3128,7093,Dakrinh,Dakrinh,DakDrinh,Storage,Vietnam,2008,Operational,94,-99,8.210369299,4.416792286,6.978813904,206.711806,74.8306772,175.7050351,42.4,-999.9,-999.9,393.2145172,-99,-999.9,125,Hydropower,SEAWEA_UNKNOWN,108.301463,14.977262,22
3129,7128,Nuoc Trong,Nuoc Trong,Nuoc Trong,SEAWEA_UNKNOWN,Vietnam,2013,Operational,68,454,12.69042578,5.234432114,10.78686191,303.9438354,63.40833509,290,56.4,-999.9,-999.9,107.5597208,-99,-999.9,16.5,Hydropower,SEAWEA_UNKNOWN,108.414588,15.081144,129
3130,39080,SEAWEA_UNKNOWN,Son Tay,Son Tay ,SEAWEA_UNKNOWN,Vietnam,2099,Potential,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,18,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.360078,15.008508,
3131,39186,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thach Nam ,SEAWEA_UNKNOWN,Vietnam,2099,Potential,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,10,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.621354,15.119384,
3132,7611,Dak Lo,Dak Lo,Dak Lo,Run of River,Vietnam,2016,Operational,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,-999.9,22,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.3694,14.7275,
3133,106,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Dak Lo 2 ,SEAWEA_UNKNOWN,Vietnam,2016,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,6,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.39491,14.7742,
3134,107,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Dak Lo 3 ,SEAWEA_UNKNOWN,Vietnam,2016,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,10,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.327804,14.731526,
3135,133,Dak Re,SEAWEA_UNKNOWN,Dak Re ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,60,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.48294,14.60551,
3136,216,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Huy Mang ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,1.8,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.3408,15.00181,
